training_size,macro_f1_mean,macro_f1_std,micro_f1_mean,micro_f1_std,training_time_mean,training_time_std,epochs_mean
500,0.2870254219822888,0.00211911024812782,0.577301348980444,0.003507653526916749,316.4272806876668,34.66768233867731,28.0
1000,0.3803361915905328,0.03160341594290856,0.6136874156582058,0.012524970093650846,406.32726723599995,92.162150446243,24.333333333333332
2500,0.43241207456270847,0.010317178627471012,0.6479628662057255,0.004829699616398272,792.2078671173335,183.29090842839938,23.666666666666668
5000,0.4733942378360843,0.010176905002794412,0.674077072502811,0.005351580699340248,1335.2713583340003,452.2666323860634,21.666666666666668
10000,0.5098232535606025,0.011687906068886875,0.6869612448487801,0.0011746177687624911,2733.3160862543336,467.9792883151303,25.0
